NOUN_NOUN,NOUN_ADJ,NOUN_VERB,NOUN_ADV,ADJ_NOUN,ADJ_ADJ,ADJ_VERB,ADJ_ADV,VERB_NOUN,VERB_ADJ,VERB_VERB,VERB_ADV,ADV_NOUN,ADV_ADJ,ADV_VERB,ADV_ADV,CLASS,Who,Where,When,What,Why,How,Additional information
23.1827765703201,0,8.16802084445953,0,3.78763747215271,0,0,0,1.74713957309723,0,2.09162878990173,0,0,0,0,0,entailment,0.696783065795898,0.076059915,1,0.505261540412903,1,1,1
22.9420281648636,1.59155118465424,2.13499045372009,0,0,8.6156268119812,0,0,6.46895599365234,0,1.41062486171722,0,0,0,0,0,entailment,0.762581825256348,1,1,0.94416069984436,1,1,0.699488401412964
14.8806191682816,1.82459163665771,3.68787431716919,0,5.383793592453,0,3.66557800769806,0,1.19986081123352,0,3.66107106208801,0,0,0,0,0,contradiction,0.881357073783875,0.265408217906952,1,0.360803335905075,1,1,1
6.22022795677185,0,1.23671090602875,0,2.62031102180481,0,0,0,3.24405944347382,0,6.57523989677429,0,0,0,0,0,contradiction,0.153366237878799,1,1,0.358316004276276,1,1,1
12.5710669755936,0,0,0,0,0,0,0,2.45057904720306,0,1.12857961654663,0,1.4746081829071,0,0,0,neutral,0.91990315914154,0.715983629226685,1,0.224678844213486,1,1,1
22.1598465442657,0,4.92724657058716,0,2.26770496368408,0,0,0,8.29696595668793,0,3.03783297538757,0,0,0,0,0,neutral,0.35554164648056,0.970494031906128,1,0.012387009337545,1,1,1
11.9860614538193,0,1.39204216003418,0,2.41773080825806,0,0,0,2.71072041988373,0,2.59637665748596,0,0,0,0,0,neutral,0.627316952,0.93157696723938,0.187566116452217,0.690859913825989,0.187566116452217,0.350854158401489,0.187566116452217
13.9731780290604,2.74827146530151,1.9274400472641,0,0,8.37284541130066,0,0,15.9235928058624,1.22988426685333,2.18735933303833,0,0,0,0,0,entailment,1,1.00000011920929,1,0.279924005270004,1,0.13744929432869,1
8.48834896087647,3.99768710136414,0,0,0,0,0,0,0,0,1.61951959133148,0,0,0,0,0,neutral,0.575025320053101,0.19680717587471,1.00000011920929,0.619125068187714,1.00000011920929,1.00000011920929,1.00000011920929
57.9409071207047,0,4.45462584495544,0,14.5680632591248,0,0,0,6.18187737464905,0,1.02984929084778,0,0,0,0,0,entailment,0.684819400310516,1,1,0.520033895969391,1,0.177777871489525,1
6.99747383594513,2.46587705612183,0,0,5.64671421051025,6.46560060977936,0,0,1.71768140792847,1.06852388381958,1.01798570156097,0,0,0,0,0,neutral,1.00000023841858,1,1,-0.011613283,1,1,1
16.7497173547745,0,2.85179448127747,0,3.40762996673584,0,0,0,0,0,1.35437333583832,0,0,0,0,0,contradiction,0.287412464618683,1,1,0.517933726,1,0.097933948,1
2.8328320980072,0,0,0,0,0,0,0,0,0,9.54670894145966,0,0,0,0,0,entailment,0.665625035762787,1,1,0.902388751506805,1,1,1
10.4817748069763,0,3.31275165081024,1.08884966373444,1.05664765834808,0,0,0,1.20936954021454,0,2.16259002685547,1.20132207870483,0,0,0,0,contradiction,0.238589227199554,1,1,0.141285359859467,1,0.246887385845184,1
31.2945902347565,4.83643627166748,1.31872415542603,0,5.21866941452026,1.73614108562469,0,0,8.77640676498413,0,7.96494662761688,0,0,0,0,0,neutral,0.441087156534195,0.280944138765335,0.198510810732842,0.144281595945358,0.175535649,0.149188131093979,0.541860282421112
15.551704287529,0,0,0,0,0,0,0,6.0140974521637,0,0,0,0,0,0,0,neutral,0.91990315914154,0.946713328361511,1,0.15238781273365,1,1,1
12.3937847614288,0,5.57726204395294,0,1.16658556461334,0,8.09602105617523,0,0,0,7.15912258625031,0,0,0,0,0,entailment,1.00000011920929,1,1,0.632754981517792,1,1,0.144497245550156
8.93951416015625,0,0,0,0,0,0,0,3.86583018302917,0,0,0,0,0,0,0,contradiction,1,0.560035765,1,0.28756982088089,1,1,1
10.7993942499161,1.79808604717255,0,0,3.20726954936981,5.32010424137116,0,0,2.55346894264221,1.30592727661133,1.57158780097961,0,2.13326263427734,0,1.66653573513031,0,contradiction,0.621085166931152,1,1,0.789108396,1,1,1
33.223161816597,0,7.00926625728607,0,12.3160846233368,0,0,0,6.2163473367691,0,11.0445023775101,0,0,0,0,0,entailment,0.690780639648438,1,1,0.74919486,0.270817041397095,1,1
13.0175355672836,0,3.40855777263641,0,3.38301384449005,0,1.22527098655701,0,1.47144937515259,0,1.61817252635956,0,0,0,0,0,entailment,1.00000011920929,0.144643530249596,1,1,1,1,1
16.780376791954,0,4.09039986133575,0,7.98666489124298,0,0,0,1.38539266586304,0,1.01798570156097,0,0,0,0,0,entailment,0.83877444267273,1,1,0.600825905799866,1,1,1
7.39392268657684,1.08135080337524,3.43550837039947,0,1.9501656293869,0,1.47148430347443,0,0,0,0,0,0,0,0,0,neutral,0.896134853363037,1,1,0.236791461706161,1,1,1
15.1037002801895,0,0,1.25280368328094,0,0,0,0,0,0,0,0,0,0,0,0,contradiction,1,1,1,0.437635958194733,1,1,1
9.65046977996826,0,1.87563693523407,0,4.93072509765625,0,2.56471371650696,0,1.87563693523407,0,2.48196029663086,0,0,0,0,0,entailment,0.510677397251129,1,1,0.798272252082825,1,1,1
18.0948514938354,9.39628434181213,0,0,5.54400324821472,9.04535484313965,0,0,0,1.2111040353775,0,0,1.19049537181854,1.08003067970276,0,0,neutral,0.61428427696228,1,1,0.235290825366974,1,1,1
5.07363426685333,0,1.61742126941681,0,0,0,0,0,1.74949717521667,0,2.13054347038269,0,0,0,0,0,entailment,0.794848382472992,1,1,0.379285604,1,1,1
24.0610716342926,0,2.54043138027191,0,1.84950971603394,0,0,0,2.82498800754547,0,2.03851938247681,0,0,0,0,0,entailment,1,0.999999940395355,1,0.032397136092186,1,0.249116003513336,1
11.8224947452545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment,0.499030232429504,0.217870771884918,1,1,1,1,1
4.99422168731689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral,0.712086200714111,1,1,0.216052561998367,1,1,1
10.1782668828964,0,2.39091277122498,0,0,4.92542695999146,1.1613701581955,0,1.11674201488495,0,3.07426714897156,0,0,0,0,0,neutral,0.891482949,1,1,0.226338356733322,1,1,1
