,SUB,SUBM,AT,VERB,VERBM,OBJ,IOBJ,TIME,MANNER,CAUSE,PURPOSE,COMPANY,INSTRUMENT,SUBJECT,MATTER,CONCESSION,QUANTITY,OWNERCHIP,DOUBT,AC,RC,PC
0,0.612870454788208,0.6994882822036743,1.0000001192092896,0.2890099883079529,0.30854225158691406,0.1874014139175415,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896
1,1.0,0.3651663064956665,1.0000001192092896,0.3608033359050751,1.0000001192092896,0.34225064516067505,1.0000001192092896,0.4056093394756317,0.24304649233818054,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896
2,0.2582521438598633,0.4195817708969116,1.0000001192092896,0.2521635890007019,0.45477935671806335,0.16478955745697021,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.09236177802085876
3,1.0,0.17289087176322937,1.0000001192092896,0.45973214507102966,0.1508154273033142,0.3291536867618561,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896
4,0.05729963630437851,0.17765212059020996,1.0000001192092896,0.12048987299203873,0.3993326425552368,0.2813602089881897,0.15135836601257324,1.0000001192092896,0.1415582299232483,1.0000001192092896,1.0000001192092896,0.11466627568006516,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.11848248541355133
5,0.5552865266799927,0.18595632910728455,0.4281075894832611,1.000000238418579,0.31707456707954407,0.5378485321998596,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.3650195002555847,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896
6,1.000000238418579,0.11216505616903305,1.0000001192092896,1.000000238418579,0.2604773938655853,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.036027006804943085
7,0.5750252604484558,1.0000001192092896,1.0000001192092896,0.49305200576782227,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.11418207734823227,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.15645813941955566
8,1.0,0.18611128628253937,0.11214680224657059,0.30880850553512573,0.12389685213565826,0.17711544036865234,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896
9,0.2724989652633667,1.0000001192092896,1.0000001192092896,0.2396164834499359,0.2598819136619568,0.6048718690872192,0.3513001799583435,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.3051949143409729,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.056566011160612106
