,Who,Where,When,What,Why,How,Additional information
0,1,0.6982456140350877,0,0.5522875816993463,0.0,1.0,0.0
1,1,1.0,1,1.0,1.0,1.0,0.7818181818181819
2,1,0.4230769230769231,0,0.8333333333333334,0.0,1.0,1.0
3,0,1.0,0,1.0,0.0,0.0,0.0
4,1,1.0,0,0.5897435897435898,0.0,0.0,1.0
5,0,1.0,0,0.7142857142857143,0.0,0.0,0.0
6,1,0.8,0,1.0,0.0,-1.0,0.0
7,1,1.0,0,0.5882352941176471,0.0,0.5625,1.0
8,1,1.0,0,0.49722222222222223,0.0,0.0,0.0
9,1,0.0,0,1.0,0.0,-1.0,0.0
10,1,0.0,0,0.6636108989050166,0.0,0.0,1.0
11,0,1.0,0,0.6967418546365914,0.0,0.65,0.0
12,1,0.0,0,1.0,0.0,1.0,0.0
13,1,1.0,0,0.625,0.0,-1.0,1.0
14,1,0.6666666666666666,-1,0.6904761904761905,0.0,-1.0,0.6818181818181819
15,1,0.4666666666666666,1,0.5833333333333333,0.0,0.0,1.0
16,1,1.0,0,1.0,0.0,1.0,0.6666666666666666
17,1,0.46296296296296297,0,0.5833333333333333,0.0,0.0,0.0
18,1,0.0,0,0.9523809523809524,1.0,0.0,0.0
19,1,0.0,0,1.0,-1.0,0.0,1.0
20,1,0.5286195286195287,0,1.0,0.0,1.0,0.0
21,1,1.0,0,1.0,0.0,0.0,0.0
22,1,1.0,0,-1.0,0.0,0.0,0.0
23,1,0.0,0,0.9,0.0,0.0,1.0
24,1,0.0,0,1.0,0.0,0.0,0.0
25,1,1.0,0,0.4666666666666667,0.0,1.0,1.0
26,1,0.0,0,0.7569444444444444,0.0,0.0,1.0
27,0,1.0,0,0.7058823529411765,0.0,-1.0,1.0
28,1,0.5135864135864135,0,1.0,0.0,0.0,0.0
29,1,1.0,0,0.6082621082621082,0.0,0.0,0.0
30,1,0.0,0,0.2902145473574045,0.0,0.0,1.0
31,1,0.0,0,1.0,0.0,1.0,0.0
32,1,0.575657894736842,0,0.8529411764705883,0.0,0.0,0.0
33,0,1.0,0,0.2,0.0,0.0,-1.0
34,1,-1.0,0,0.41666666666666663,1.0,0.0,0.0
35,1,0.0,0,0.4423529411764705,0.0,0.0,1.0
36,1,0.7142857142857143,0,1.0,0.0,0.0,0.0
37,1,-1.0,0,0.37777777777777777,0.0,-1.0,0.0
38,1,1.0,0,0.5497076023391813,0.0,0.0,0.0
39,1,1.0,0,0.6666666666666666,0.0,0.0,1.0
40,1,1.0,0,-1.0,0.0,0.0,1.0
41,1,0.5416666666666666,0,0.26851851851851855,0.0,0.0,0.0
42,1,0.0,0,0.22827903091060983,0.0,1.0,0.0
43,1,0.6666666666666666,0,0.6388888888888888,0.0,0.0,0.0
44,1,0.0,0,0.7087912087912088,0.0,0.0,1.0
45,1,1.0,0,0.7205882352941176,-1.0,-1.0,0.0
46,1,0.0,0,0.8333333333333333,0.5714285714285715,1.0,1.0
47,0,0.0,0,1.0,0.0,1.0,1.0
48,1,0.2222222222222222,0,1.0,1.0,1.0,0.5
49,1,0.4583333333333333,-1,0.75,1.0,0.0,-1.0
50,1,1.0,0,0.6666666666666666,0.0,1.0,0.0
51,1,-1.0,0,1.0,0.0,0.0,1.0
52,1,0.625,0,0.5882352941176471,0.0,1.0,0.0
53,1,0.0,0,0.9,0.0,1.0,1.0
54,1,-1.0,0,0.7307692307692308,0.0,0.0,0.0
55,1,0.0,0,0.6666666666666666,0.0,0.0,1.0
56,0,1.0,0,0.0,0.0,0.0,0.0
57,1,0.75,0,-1.0,0.0,0.0,0.0
58,1,0.6851851851851851,0,1.0,0.0,1.0,1.0
59,0,1.0,0,1.0,0.0,1.0,1.0
60,1,0.625,0,0.43567251461988304,0.0,0.0,0.0
61,1,0.0,0,0.3833333333333333,0.0,0.0,1.0
62,1,0.8333333333333333,0,0.8461538461538461,0.0,0.0,0.0
