,Who,Where,When,What,Why,How,Additional information
0,0.6967830657958984,1.0,1.0,0.5052615404129028,1.0,1.0,0.1877710223197937
1,0.7625818252563477,1.0,1.0,0.9441606998443604,1.0,1.0,0.6994884014129639
2,0.8813570737838745,0.2654082179069519,1.0,0.3608033359050751,1.0,1.0,1.0
3,0.15336623787879944,1.0,1.0,0.9197309017181396,1.0,1.0,1.0
4,0.9199031591415405,0.7159836292266846,1.0,0.22467884421348572,1.0,1.0,1.0
5,0.3555416464805603,0.9704940319061279,1.0,0.08636216074228287,1.0,1.0,1.0
6,0.627316951751709,0.7568014860153198,1.0,0.6908599138259888,1.0,1.0,1.0
7,1.0,0.69444340467453,1.0,0.4297010898590088,1.0,1.0,0.861919105052948
8,0.5750253200531006,1.0,1.0,0.6191250681877136,1.0,1.0,1.0
9,0.6848194003105164,1.0,1.0,0.5200338959693909,1.0,0.17777787148952484,1.0
10,1.000000238418579,1.0,1.0,0.36979806423187256,1.0,1.0,1.0
11,0.28741246461868286,1.0,1.0,0.51793372631073,1.0,0.25988179445266724,1.0
12,0.6656250357627869,1.0,1.0,0.9023887515068054,1.0,1.0,1.0
13,0.23858922719955444,1.0,1.0,0.14128535985946655,1.0,0.24688738584518433,1.0
14,0.44108715653419495,0.2809441387653351,1.0,0.14428159594535828,0.175535649061203,0.14918813109397888,0.5418602824211121
15,0.9199031591415405,0.9467133283615112,1.0,0.1523878127336502,1.0,1.0,1.0
16,1.0000001192092896,1.0,1.0,0.6327549815177917,1.0,1.0,0.14449724555015564
17,1.0,0.560035765171051,1.0,0.2875698208808899,1.0,1.0,1.0
18,0.6210851669311523,1.0,1.0,0.789108395576477,1.0,1.0,1.0
19,0.6907806396484375,1.0,1.0,0.749194860458374,0.2708170413970947,1.0,1.0
20,1.0000001192092896,1.0,1.0,0.6747161149978638,1.0,1.0,1.0
21,0.8387744426727295,1.0,1.0,0.6008259057998657,1.0,1.0,1.0
22,0.8961348533630371,1.0,1.0,0.04537702724337578,1.0,1.0,1.0
23,1.0,1.0,1.0,0.43763595819473267,1.0,1.0,1.0
24,0.5106773972511292,1.0,1.0,0.7982722520828247,1.0,1.0,1.0
25,0.6142842769622803,1.0,1.0,0.23529082536697388,1.0,1.0,1.0
26,0.7948483824729919,1.0,1.0,0.379285603761673,1.0,1.0,1.0
27,0.7520008683204651,0.5449172258377075,1.0,0.3654838800430298,1.0,1.0,1.0
28,0.4990302324295044,0.2178707718849182,1.0,0.21638667583465576,1.0,1.0,1.0
29,0.7120862007141113,1.0,1.0,0.2160525619983673,1.0,1.0,1.0
30,0.891482949256897,1.0,1.0,0.22633835673332214,1.0,1.0,1.0
31,0.49440211057662964,1.0,1.0,0.6964704990386963,1.0,1.0,1.0
32,0.18403282761573792,0.3504739999771118,1.0,0.5343248844146729,1.0,1.0,1.0
33,1.0,1.0,1.0,0.9110335111618042,1.0,0.2771095335483551,1.0
34,0.7958192229270935,0.2222212255001068,1.0,0.0891488716006279,1.0,1.0,1.0
35,0.5940365195274353,1.0,1.0,0.30315014719963074,1.0,1.0,1.0
36,0.79039466381073,0.5905424356460571,1.0,0.1972610354423523,1.0,1.0,1.0
37,0.6041660308837891,1.0,1.0,0.21837930381298065,1.0,0.026424705982208252,1.0
