SUB,SUBM,AT,VERB,VERBM,OBJ,IOBJ,TIME,MANNER,CAUSE,PURPOSE,COMPANY,INSTRUMENT,SUBJECT,MATTER,CONCESSION,QUANTITY,OWNERCHIP,DOUBT,AC,RC,PC,CLASS
0.612870454788208,0.699488282203674,0,0.289009988307953,0.308542251586914,0.187401413917542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
1,0.365166306495666,0,0.360803335905075,0,0.342250645160675,0,0.405609339475632,0.243046492338181,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
0.258252143859863,0.419581770896912,0,0.252163589000702,0.454779356718063,0.16478955745697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092361778020859,contradiction
1,0.172890871763229,0,0.45973214507103,0.150815427303314,0.329153686761856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
0.057299636304379,0.17765212059021,0,0.120489872992039,0.399332642555237,0.28136020898819,0.151358366012573,0,0.141558229923248,0,0,0.114666275680065,0,0,0,0,0,0,0,0,0,0.118482485413551,neutral
0.555286526679993,0.185956329107285,0.428107589483261,1.00000023841858,0.317074567079544,0.53784853219986,0,0,0,0,0,0,0,0,0.365019500255585,0,0,0,0,0,0,0,neutral
1.00000023841858,0.112165056169033,0,1.00000023841858,0.260477393865585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036027006804943,entailment
0.575025260448456,0,0,0.493052005767822,0,0,0,0,0.114182077348232,0,0,0,0,0,0,0,0,0,0,0,0,0.156458139419556,neutral
1,0.186111286282539,0.112146802246571,0.308808505535126,0.123896852135658,0.177115440368652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
0.272498965263367,0,0,0.239616483449936,0.259881913661957,0.604871869087219,0.351300179958343,0,0,0,0,0,0.305194914340973,0,0,0,0,0,0,0,0,0.056566011160612,contradiction
0.665625214576721,0,0,1.00000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000527992844582,entailment
0.137227788567543,0,0,0.294105291366577,0,0.174371600151062,0,0,0,0,0,0.243768110871315,0,0,0,0,0,0,0,0,0,0.381268978118896,contradiction
1.00000011920929,0.154778480529785,0,0.290192008018494,0.1865104585886,0.281638026237488,0,0.455526441335678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271319955587387,neutral
0.325439035892487,0.299576312303543,0,0.287309676408768,0.422144591808319,0.218126654624939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021795704960823,neutral
1.00000011920929,0.304097652435303,0.08969621360302,0.841461420059204,0,1.00000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01551547460258,entailment
1,0,0,0.228238865733147,0,0.128747716546059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
0.772712349891663,0.219519302248955,0.083078220486641,0,0.239287167787552,0.660637497901917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264947116374969,contradiction
0.672948122024536,0.204668506979942,0,1,0.139740139245987,0.278745412826538,0.333416521549225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057522226125002,entailment
1.00000011920929,0.258939504623413,0,0.522529602050781,0.458581507205963,1,0,0,0.242917090654373,0,0,0,0,0,0,0,0,0,0,0,0,0.157107770442963,entailment
1,0.365166306495666,0.069666899740696,0.389324188232422,0,0.40381595492363,0,0,0.119254797697067,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
1.00000011920929,0.365166306495666,0,0.362058043479919,0,0.152391999959946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
1.00000011920929,0.797171592712402,0,0.327183783054352,0.459590137004852,0.356230974197388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
0.510677337646484,0.365166306495666,0.339787125587463,0.447219252586365,0.243912577629089,1.00000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
0.363925755023956,0.198707893490791,0.184395417571068,0.095592170953751,0.38170200586319,0.18793024122715,0,0,0,0,0,0,0,0,0,0,0.394980847835541,0,0,0,0,0.164577394723892,neutral
1.00000011920929,0.415481239557266,0.355590462684631,0.478671610355377,0.355590462684631,0.559649109840393,0.310248374938965,0,0.458581507205963,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
0.75200080871582,0,0,0.408247977495194,0,0.031654685735703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164513856172562,entailment
0.530010163784027,0.270156532526016,0.053692203015089,0.205357581377029,0.299485951662064,0.324464052915573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144713371992111,entailment
0.891483068466187,0.247446313500404,0,0.406740128993988,0,0.341654002666473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238591924309731,neutral
0.318407893180847,0.454779356718063,0.153728350996971,0.347775161266327,0.309155076742172,0,0,0,0,0,0,0,0.202137678861618,0,0,0,0,0,0,0,0,0.209190309047699,contradiction
0.298697531223297,0.168506368994713,0.329844772815704,0.276527911424637,0.305685937404633,0.206500694155693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13594351708889,contradiction
0.342869967222214,0.369938492774963,0.202043756842613,0.44327187538147,0.285264372825623,0.355590462684631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
0.231457889080048,0,0,0.196331962943077,0.409417778253555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115904442965984,contradiction
1.00000011920929,0.164452612400055,0,0.54318767786026,0.792894124984741,0,0,0,0.136317253112793,0,0,0,0,0,0,0,0,0,0,0,0,0.155988544225693,neutral
1.00000023841858,0,0,0.336352169513702,0,0.274999141693115,0,0,0,0,0.16403540968895,0,0,0,0,0,0,0,0,0,0,0.175138100981712,entailment
0.600870490074158,0,0,0.286922931671143,0,0.336735129356384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
0.258037209510803,0.706065952777862,0.120699323713779,0.381978631019592,0.032027810811997,0.320232689380646,0.813579797744751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236596316099167,neutral
0.331493198871613,0.198492005467415,0,0.651919782161713,0.130603864789009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
