,Who,Where,When,What,Why,How,Additional information
0,0.696783185005188,0.07606001943349838,1.0,0.5052616000175476,1.0,1.0,1.0
1,0.7625819444656372,1.0,1.0,0.9441608190536499,1.0,1.0,0.6994882822036743
2,0.8813570141792297,0.2654081881046295,1.0,0.3608033359050751,1.0,1.0,1.0
3,0.1533663123846054,1.0,1.0,0.358316034078598,1.0,1.0,1.0
4,0.9199031591415405,0.7159836292266846,1.0,0.22467875480651855,1.0,1.0,1.0
5,0.35554152727127075,0.9704940319061279,1.0,0.012386949732899666,1.0,1.0,1.0
6,0.627316951751709,0.9315769672393799,1.0,0.6908599138259888,1.0,0.35085421800613403,1.0
7,1.000000238418579,1.0000001192092896,1.0,0.27992403507232666,1.0,0.13744932413101196,1.0
8,0.5750252604484558,1.0,1.0,0.6191251277923584,1.0,1.0,1.0
9,0.6848194599151611,1.0,1.0,0.5200339555740356,1.0,0.1777779906988144,1.0
10,0.9999998807907104,1.0,1.0,-0.011613387614488602,1.0,1.0,1.0
11,0.2874124050140381,1.0,1.0,0.5179336071014404,1.0,0.09793393313884735,1.0
12,0.6656252145767212,1.0,1.0,0.9023886322975159,1.0,1.0,1.0
13,0.2385893613100052,1.0,1.0,0.1412852257490158,1.0,0.24688728153705597,1.0
14,0.4410872459411621,0.2809441089630127,0.1985107660293579,0.14428165555000305,0.17553576827049255,0.14918825030326843,0.5418602228164673
15,0.9199031591415405,0.946713387966156,1.0,0.15238788723945618,1.0,1.0,1.0
16,1.0000001192092896,1.0,1.0,0.6327551007270813,1.0,1.0,0.14449739456176758
17,1.0,0.5600358247756958,1.0,0.2875697612762451,1.0,1.0,1.0
18,0.6210851669311523,1.0,1.0,0.789108395576477,1.0,1.0,1.0
19,0.6907806992530823,1.0,1.0,0.7491949796676636,0.27081695199012756,1.0,1.0
20,1.0000001192092896,0.14464354515075684,1.0,1.0,1.0,1.0,1.0
21,0.8387744426727295,1.0,1.0,0.6008259654045105,1.0,1.0,1.0
22,0.8961348533630371,1.0,1.0,0.2367914915084839,1.0,1.0,1.0
23,1.0000001192092896,1.0,1.0,0.4376358985900879,1.0,1.0,1.0
24,0.5106773376464844,1.0,1.0,0.7982721924781799,1.0,1.0,1.0
25,0.6142843961715698,1.0,1.0,0.23529082536697388,1.0,1.0,1.0
26,0.7948480844497681,1.0,1.0,0.37928563356399536,1.0,1.0,1.0
27,1.0,1.000000238418579,1.0,0.03239712864160538,1.0,0.24911615252494812,1.0
28,0.4990304112434387,0.21787098050117493,1.0,1.0,1.0,1.0,1.0
29,0.712086021900177,1.0,1.0,0.21605238318443298,1.0,1.0,1.0
30,0.8914830684661865,1.0,1.0,0.22633829712867737,1.0,1.0,1.0
31,0.45686352252960205,1.0,1.0,0.6964704990386963,1.0,1.0,1.0
32,0.18403297662734985,0.3504740297794342,1.0,0.5343249440193176,1.0,1.0,1.0
33,1.0,1.0,1.0,0.9110335111618042,1.0,1.0,0.2771093249320984
34,0.7958192229270935,0.2222212851047516,1.0,0.08914889395236969,1.0,1.0,1.0
35,0.5940364599227905,1.0,1.0,0.3031502366065979,1.0,1.0,1.0
36,0.79039466381073,0.5905425548553467,1.0,1.0,1.0,1.0,1.0
37,0.60416579246521,0.2507953643798828,1.0,0.21837931871414185,1.0,0.026424739509820938,1.0
38,0.5227903723716736,1.0,1.0,0.34621483087539673,1.0,1.0,1.0
39,0.8804721832275391,1.0,1.0,0.8149126768112183,1.0,1.0,1.0
40,0.8987022638320923,1.0,1.0,0.22949224710464478,1.0,1.0,1.0
41,0.9815932512283325,0.713081955909729,1.0,0.08570782840251923,1.0,1.0,1.0
42,0.8296040296554565,1.0,1.0,0.0819770097732544,1.0,1.0,1.0
43,0.2516213357448578,0.11208833754062653,1.0,0.03365826979279518,1.0,1.0,1.0
44,0.426505446434021,1.0,1.0,0.1990121304988861,1.0,1.0,1.0
45,1.0,1.0,1.0,0.4582551121711731,0.15480230748653412,0.23098143935203552,1.0
46,1.0000001192092896,1.0,1.0,0.6663661003112793,-0.004532156512141228,1.0,1.0
47,1.0,1.0,1.0,0.8240084648132324,1.0,0.9207088947296143,1.0
48,0.39701107144355774,0.1048773005604744,1.0,1.0,1.0,1.0,-0.013458887115120888
49,0.8029696941375732,0.09422771632671356,0.34679609537124634,0.8058226108551025,0.6235224008560181,0.2725025415420532,0.09692590683698654
50,1.0,1.0,1.0,0.8667293787002563,1.0,1.0,1.0
51,0.5437660217285156,0.3013555407524109,1.0,0.978958249092102,1.0,1.0,1.0
52,0.48393896222114563,0.6977202296257019,1.0,0.45477911829948425,1.0,1.0,1.0
53,0.5352817177772522,1.0,1.0,0.8126060962677002,1.0,1.0,1.0
54,1.0000001192092896,0.21314801275730133,1.0,0.6423280835151672,1.0,1.0,1.0
55,0.5704190731048584,1.0,1.0,1.0,1.0,1.0,1.0
56,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,0.6005101799964905,0.9117668271064758,1.0,0.11514709144830704,1.0,1.0,1.0
58,1.0000001192092896,0.5853880643844604,1.0,1.0,1.0,1.0,1.0
59,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,1.0,0.2158057540655136,1.0,0.27457985281944275,1.0,1.0,1.0
61,0.8987022638320923,1.0,1.0,0.135870561003685,1.0,1.0,1.0
62,0.5971158742904663,0.18003281950950623,1.0,0.45725369453430176,1.0,1.0,1.0
63,1.0,0.6195915937423706,1.0,0.3397800028324127,1.0,1.0,1.0
64,0.6782852411270142,1.0,1.0,0.6592139601707458,1.0,0.0819503664970398,0.5646564960479736
65,0.9327402710914612,1.0,1.0,0.4973393380641937,1.0,1.0,1.0
66,0.7948480844497681,1.0,1.0,0.9245388507843018,1.0,1.0,1.0
67,0.4404905438423157,0.7179182767868042,0.535778820514679,0.33049440383911133,1.0,1.0,1.0
68,0.4776146709918976,1.0,1.0,0.6589151620864868,1.0,1.0,1.0
69,0.2648490071296692,1.0,1.0,0.11883866786956787,1.0,1.0,1.0
70,0.874268651008606,0.7988801002502441,1.0,0.6240819096565247,1.0,1.0,1.0
71,0.09308558702468872,1.0,1.0,0.047408659011125565,1.0,1.0,1.0
72,0.4741913080215454,1.0,1.0,0.32319942116737366,1.0,1.0,0.14914672076702118
73,0.5549950003623962,0.24599121510982513,1.0,1.0,1.0,1.0,0.07937073707580566
74,0.4880686104297638,1.0,1.0,0.21675530076026917,1.0,1.0,1.0
75,1.0000001192092896,1.0,1.0,0.19076943397521973,1.0,1.0,0.7638957500457764
76,0.7672464847564697,0.47614341974258423,1.0,1.000000238418579,1.0,1.0,1.0
77,0.5568927526473999,1.000000238418579,1.0,1.0,1.0,1.0,1.0
78,0.7456225156784058,0.4985198974609375,1.0,0.8870168924331665,1.0,1.0,1.0
79,0.9433457851409912,1.0,1.0,0.41908228397369385,1.0,1.0,1.0
80,0.33608633279800415,0.240108460187912,0.1895482838153839,0.3911822438240051,0.180097758769989,0.1874547302722931,0.4023321568965912
81,1.0000001192092896,1.0,1.0,0.47546952962875366,1.0,1.0,1.0
82,0.621283233165741,0.44577038288116455,1.0,1.0,1.0,1.0,1.0
83,1.0000001192092896,0.2946097254753113,1.0,0.6106952428817749,1.0,1.0,1.0
84,0.277931272983551,0.2818772792816162,1.0,0.23788230121135712,1.0,1.0,1.0
85,1.0,1.0,1.0,0.12020900845527649,1.0,0.15345381200313568,1.0
86,1.0,1.0,1.0,0.1969100385904312,1.0,1.0,1.0
87,1.0,1.0,1.0,0.22065043449401855,1.0,1.0,1.0
88,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,0.7948480844497681,1.0,1.0,0.685753345489502,1.0,1.0,1.0
90,0.7138519287109375,0.3611961603164673,1.0,0.20769143104553223,1.0,1.0,1.0
91,0.8253978490829468,1.0,1.0,0.17737546563148499,0.7207165956497192,0.1775313913822174,1.0
92,0.756717324256897,1.0,1.0,0.09999126940965652,1.0,1.0,1.0
93,0.4741964638233185,0.305527001619339,1.0,1.0,1.0,1.0,0.10704638063907623
94,0.4578399360179901,0.19188635051250458,1.0,0.12992212176322937,1.0,1.0,1.0
95,0.7066428661346436,0.21028561890125275,1.0,0.5703921914100647,1.0,1.0,1.0
96,0.8949556946754456,1.0,1.0,0.8302839994430542,1.0,1.0,1.0
97,0.07230501621961594,1.0,1.0,0.08689010143280029,1.0,1.0,1.0
98,0.6556742787361145,1.0,1.0,0.35768550634384155,1.0,1.0,1.0
99,0.6153208613395691,1.0,1.0,0.03010963834822178,1.0,1.0,1.0
