,SUB,SUBM,AT,VERB,VERBM,OBJ,IOBJ,TIME,MANNER,CAUSE,PURPOSE,COMPANY,INSTRUMENT,SUBJECT,MATTER,CONCESSION,QUANTITY,OWNERCHIP,DOUBT,AC,RC,PC
0,2.9444389791664407,3.6375861597263857,0.0,2.159484249353372,3.6375861597263857,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
1,3.6375861597263857,0.0,0.0,2.538973871058276,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
2,2.0281482472922856,0.0,0.0,2.5649493574615367,0.0,1.845826690498331,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
3,3.6375861597263857,0.0,0.0,2.2512917986064953,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
4,2.0281482472922856,0.0,0.0,2.5649493574615367,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
5,3.6375861597263857,0.0,0.0,3.6375861597263857,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
6,3.6375861597263857,0.0,0.0,3.6375861597263857,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.2512917986064953
7,3.6375861597263857,0.0,0.0,2.159484249353372,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
8,3.6375861597263857,0.0,0.0,2.159484249353372,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
9,2.2512917986064953,0.0,0.0,2.159484249353372,0.0,1.845826690498331,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
10,3.6375861597263857,0.0,0.0,3.6375861597263857,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
11,2.9444389791664407,0.0,0.0,2.159484249353372,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3.6375861597263857
12,3.6375861597263857,0.0,0.0,2.159484249353372,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3.6375861597263857
13,2.0281482472922856,0.0,0.0,2.159484249353372,0.0,1.6916760106710724,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
14,3.6375861597263857,0.0,0.0,3.258096538021482,0.0,3.6375861597263857,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
