NOUN_NOUN,NOUN_ADJ,NOUN_VERB,NOUN_ADV,ADJ_NOUN,ADJ_ADJ,ADJ_VERB,ADJ_ADV,VERB_NOUN,VERB_ADJ,VERB_VERB,VERB_ADV,ADV_NOUN,ADV_ADJ,ADV_VERB,ADV_ADV,CLASS,Who,Where,When,What,Why,How,Additional information
23.1827765703201,0,8.16802084445953,0,3.78763747215271,0,0,0,1.74713957309723,0,2.09162878990173,0,0,0,0,0,entailment,3.63758615972639,0,0,2.56494935746154,0,0,0
22.9420281648636,1.59155118465424,2.13499045372009,0,0,8.6156268119812,0,0,6.46895599365234,0,1.41062486171722,0,0,0,0,0,entailment,3.63758615972639,0,0,3.63758615972639,0,0,3.63758615972639
14.8806191682816,1.82459163665771,3.68787431716919,0,5.383793592453,0,3.66557800769806,0,1.19986081123352,0,3.66107106208801,0,0,0,0,0,contradiction,3.63758615972639,2.2512917986065,0,2.53897387105828,0,0,0
6.22022795677185,0,1.23671090602875,0,2.62031102180481,0,0,0,3.24405944347382,0,6.57523989677429,0,0,0,0,0,contradiction,2.02814824729229,0,0,3.63758615972639,0,0,0
12.5710669755936,0,0,0,0,0,0,0,2.45057904720306,0,1.12857961654663,0,1.4746081829071,0,0,0,neutral,3.63758615972639,3.63758615972639,0,2.2512917986065,0,0,0
22.1598465442657,0,4.92724657058716,0,2.26770496368408,0,0,0,8.29696595668793,0,3.03783297538757,0,0,0,0,0,neutral,2.02814824729229,3.63758615972639,0,2.15948424935337,0,0,0
11.9860614538193,0,1.39204216003418,0,2.41773080825806,0,0,0,2.71072041988373,0,2.59637665748596,0,0,0,0,0,neutral,3.63758615972639,3.63758615972639,3.25809653802148,3.25809653802148,3.25809653802148,1.46633706879343,3.25809653802148
13.9731780290604,2.74827146530151,1.9274400472641,0,0,8.37284541130066,0,0,15.9235928058624,1.22988426685333,2.18735933303833,0,0,0,0,0,entailment,3.63758615972639,3.63758615972639,0,3.63758615972639,0,1.69167601067107,0
8.48834896087647,3.99768710136414,0,0,0,0,0,0,0,0,1.61951959133148,0,0,0,0,0,neutral,3.63758615972639,1.31218638896617,3.25809653802148,2.53897387105828,3.25809653802148,3.25809653802148,3.25809653802148
57.9409071207047,0,4.45462584495544,0,14.5680632591248,0,0,0,6.18187737464905,0,1.02984929084778,0,0,0,0,0,entailment,3.63758615972639,0,0,3.63758615972639,0,0,0
6.99747383594513,2.46587705612183,0,0,5.64671421051025,6.46560060977936,0,0,1.71768140792847,1.06852388381958,1.01798570156097,0,0,0,0,0,neutral,3.63758615972639,0,0,2.56494935746154,0,0,0
16.7497173547745,0,2.85179448127747,0,3.40762996673584,0,0,0,0,0,1.35437333583832,0,0,0,0,0,contradiction,2.2512917986065,0,0,2.15948424935337,0,2.2512917986065,0
2.8328320980072,0,0,0,0,0,0,0,0,0,9.54670894145966,0,0,0,0,0,entailment,3.63758615972639,0,0,3.63758615972639,0,0,0
10.4817748069763,0,3.31275165081024,1.08884966373444,1.05664765834808,0,0,0,1.20936954021454,0,2.16259002685547,1.20132207870483,0,0,0,0,contradiction,3.63758615972639,0,0,2.15948424935337,0,2.2512917986065,0
31.2945902347565,4.83643627166748,1.31872415542603,0,5.21866941452026,1.73614108562469,0,0,8.77640676498413,0,7.96494662761688,0,0,0,0,0,neutral,3.63758615972639,1.84582669049833,0,2.2512917986065,0,0,3.25809653802148
15.551704287529,0,0,0,0,0,0,0,6.0140974521637,0,0,0,0,0,0,0,neutral,3.63758615972639,3.63758615972639,1.87180217690159,3.63758615972639,0,0,2.56494935746154
12.3937847614288,0,5.57726204395294,0,1.16658556461334,0,8.09602105617523,0,0,0,7.15912258625031,0,0,0,0,0,entailment,3.63758615972639,0,0,3.25809653802148,0,0,3.63758615972639
8.93951416015625,0,0,0,0,0,0,0,3.86583018302917,0,0,0,0,0,0,0,contradiction,3.63758615972639,2.94443897916644,0,2.15948424935337,0,0,0
10.7993942499161,1.79808604717255,0,0,3.20726954936981,5.32010424137116,0,0,2.55346894264221,1.30592727661133,1.57158780097961,0,2.13326263427734,0,1.66653573513031,0,contradiction,2.94443897916644,0,0,3.63758615972639,0,0,0
33.223161816597,0,7.00926625728607,0,12.3160846233368,0,0,0,6.2163473367691,0,11.0445023775101,0,0,0,0,0,entailment,3.63758615972639,0,0,3.63758615972639,0,0,0
13.0175355672836,0,3.40855777263641,0,3.38301384449005,0,1.22527098655701,0,1.47144937515259,0,1.61817252635956,0,0,0,0,0,entailment,3.63758615972639,0,0,0,0,0,0
16.780376791954,0,4.09039986133575,0,7.98666489124298,0,0,0,1.38539266586304,0,1.01798570156097,0,0,0,0,0,entailment,3.63758615972639,0,0,3.63758615972639,0,0,0
7.39392268657684,1.08135080337524,3.43550837039947,0,1.9501656293869,0,1.47148430347443,0,0,0,0,0,0,0,0,0,neutral,3.63758615972639,0,0,0,0,0,0
15.1037002801895,0,0,1.25280368328094,0,0,0,0,0,0,0,0,0,0,0,0,contradiction,3.63758615972639,0,0,3.63758615972639,0,0,0
